provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
01903GCF_000879755.1_ViralMultiSegProj28761_Genomic.fna,3,0.4475032010243278,42,73,76,908,1189,1304,1285
01904GCF_000879775.1_ViralProj28835_Genomic.fna,1,0.4556040756914119,58,164,89,1627,1816,2151,1963
01905GCF_000879795.1_ViralProj28973_Genomic.fna,1,0.40688685874912156,40,64,53,666,492,802,886
01906GCF_000879815.1_ViralProj28989_Genomic.fna,1,0.41742286751361163,26,54,55,598,552,741,864
01907GCF_000879835.1_ViralMultiSegProj29091_Genomic.fna,3,0.3436351973876028,243,369,368,2791,3102,5245,6011
01908GCF_000879855.1_ViralProj29195_Genomic.fna,1,0.346464916328662,663,658,1259,6857,7408,13094,13814
01909GCF_000879875.1_ViralProj29245_Genomic.fna,1,0.41787725029540557,267,647,610,6627,5397,6787,9963
01910GCF_000879895.1_ViralProj29283_Genomic.fna,1,0.33690666762595106,786,1338,1868,10401,8330,20014,16852
01911GCF_000879915.1_ViralProj29413_Genomic.fna,1,0.41739446870451236,26,65,54,606,541,748,853
01912GCF_000879935.1_ViralProj29631_Genomic.fna,1,0.43531541680077246,1005,2515,1538,27085,27016,35243,34936
01913GCF_000879955.1_ViralMultiSegProj29841_Genomic.fna,3,0.37561765207019937,164,282,271,2402,2007,3855,3474
01914GCF_000879975.1_ViralProj29875_Genomic.fna,1,0.4903895220275557,56,96,68,1429,1454,1639,1357
01915GCF_000879995.1_ViralProj29883_Genomic.fna,1,0.42392519564996445,108,212,133,2293,1878,3094,2574
01916GCF_000880015.1_ViralMultiSegProj29907_Genomic.fna,2,0.3953887195121951,112,237,221,1805,2345,3105,3241
01917GCF_000880055.1_ViralProj30039_Genomic.fna,1,0.3825294670619712,474,553,704,6066,4514,7969,9109
01918GCF_000880075.1_ViralProj30057_Genomic.fna,1,0.4161535675479899,19,62,54,603,546,737,875
01919GCF_000880095.1_ViralProj30081_Genomic.fna,1,0.3752404506732619,133,142,186,1383,1348,2345,2202
01920GCF_000880115.1_ViralProj30115_Genomic.fna,1,0.3917366838819086,213,250,318,2601,2481,4195,3696
01921GCF_000880135.1_ViralMultiSegProj30167_Genomic.fna,2,0.4685999615901671,45,124,65,1287,1153,1242,1525
01922GCF_000880135.2_ViralProj30167_Genomic.fna,1,0.46028671057729564,25,69,25,635,553,619,774
01923GCF_000880155.1_ViralProj30175_Genomic.fna,1,0.4280832556694626,90,230,140,2334,1800,3052,2471
01924GCF_000880175.1_ViralMultiSegProj30183_Genomic.fna,2,0.42337417530631477,50,131,95,1200,1046,1361,1698
01925GCF_000880175.2_ViralProj30183_Genomic.fna,1,0.4424878231547396,21,58,45,620,561,678,810
01926GCF_000880195.1_ViralMultiSegProj30363_Genomic.fna,2,0.5609997525365009,19,65,34,1205,1062,955,819
01927GCF_000880195.2_ViralProj30363_Genomic.fna,1,0.58284806776072,6,26,15,598,503,439,349
01928GCF_000880215.1_ViralProj30515_Genomic.fna,1,0.6371323745806274,247,642,138,15901,16573,9302,9193
01929GCF_000880235.1_ViralProj30523_Genomic.fna,1,0.401657060518732,20,62,68,586,529,772,889
01930GCF_000880255.1_ViralProj30603_Genomic.fna,1,0.48390917048555687,330,928,757,10026,8770,10482,9564
01931GCF_000880275.1_ViralProj30615_Genomic.fna,1,0.39993776901934347,265,431,454,3910,3802,5799,5772
01932GCF_000880295.1_ViralProj30693_Genomic.fna,1,0.6112891553809573,134,1007,122,18431,17047,11543,11017
01933GCF_000880315.1_ViralProj30715_Genomic.fna,1,0.4520494972931168,40,39,37,653,516,665,752
01934GCF_000880355.1_ViralProj30837_Genomic.fna,1,0.427958526993207,28,61,55,631,566,728,872
01935GCF_000880375.1_ViralProj30851_Genomic.fna,1,0.6218141191257593,155,627,118,13356,13359,8908,7340
01936GCF_000880395.1_ViralProj30929_Genomic.fna,1,0.27044265154819014,256,426,687,2603,2358,7049,6334
01937GCF_000880415.1_ViralProj31055_Genomic.fna,1,0.5561684602897854,332,1035,347,18437,18566,14683,14846
01938GCF_000880435.1_ViralMultiSegProj31113_Genomic.fna,2,0.40101249461439037,90,214,131,2153,1570,2760,2801
01939GCF_000880455.1_ViralProj31219_Genomic.fna,1,0.38484117148261693,250,229,399,2943,2957,4631,4800
01940GCF_000880475.1_ViralProj31279_Genomic.fna,1,0.6543623141741037,400,1697,185,52636,55074,32380,24513
01941GCF_000880495.1_ViralProj31287_Genomic.fna,1,0.6384376010345942,239,630,130,15308,16287,9034,8859
01942GCF_000880515.1_ViralProj31177_Genomic.fna,1,0.5105251244907197,311,600,399,8953,9091,8939,8361
01943GCF_000880535.1_ViralProj31277_Genomic.fna,1,0.4573925710123816,15,52,54,638,618,783,707
01944GCF_000880555.1_ViralProj31285_Genomic.fna,1,0.6477693067453375,290,1760,202,48744,51600,30148,24415
01945GCF_000880575.1_ViralProj32005_Genomic.fna,1,0.6677291852607421,51,472,48,15383,16039,8636,7000
01946GCF_000880595.1_ViralProj32013_Genomic.fna,1,0.6177315638254207,131,974,117,18824,17296,11421,10931
01947GCF_000880635.1_ViralProj32101_Genomic.fna,1,0.3786524993962811,25,54,86,745,823,1687,886
01948GCF_000880655.1_ViralProj32173_Genomic.fna,1,0.3304254150648473,785,1089,1543,9153,6490,17854,13845
01949GCF_000880675.1_ViralProj32213_Genomic.fna,1,0.5091637568989653,250,1348,780,17068,14575,15684,14820
01950GCF_000880695.1_ViralProj32249_Genomic.fna,1,0.5626360029013953,327,868,237,13490,12883,10167,10334
01951GCF_000880715.1_ViralProj32327_Genomic.fna,1,0.40871537340029157,66,153,100,1395,1128,1841,1809
01952GCF_000880735.1_ViralMultiSegProj32521_Genomic.fna,11,0.3374946190271201,254,460,567,3405,2867,6734,5578
01953GCF_000880755.1_ViralProj32633_Genomic.fna,1,0.47151808601538026,61,113,104,1676,1635,1891,1820
01954GCF_000880775.1_ViralProj32677_Genomic.fna,1,0.5371591908531222,44,72,24,1234,1209,1040,1065
01955GCF_000880795.1_ViralProj32685_Genomic.fna,1,0.4701799788260205,102,188,110,2274,1723,2281,2223
01956GCF_000880815.1_ViralProj32693_Genomic.fna,1,0.5228978404043498,31,73,52,1462,1952,1915,1200
01957GCF_000880835.1_ViralProj32703_Genomic.fna,1,0.4250743795428012,333,476,519,5441,5846,7343,7923
01958GCF_000880855.1_ViralProj32713_Genomic.fna,1,0.5086949455550138,30,105,31,1154,1976,1438,1585
01959GCF_000880875.1_ViralProj32781_Genomic.fna,1,0.4163767161933421,1270,1791,2495,26942,26191,37166,37309
01960GCF_000880895.1_ViralProj32823_Genomic.fna,1,0.42111872146118723,105,178,111,1795,1894,2896,2175
01961GCF_000880915.1_ViralProj33001_Genomic.fna,1,0.3491346877351392,719,894,1315,8349,6499,15671,12009
01962GCF_000880955.1_ViralProj33139_Genomic.fna,1,0.3780233861925356,505,882,973,8146,6014,13445,9853
01963GCF_000880975.1_ViralProj33265_Genomic.fna,1,0.5559363488133341,325,1029,347,18399,18424,14593,14820
01964GCF_000880995.1_ViralProj33407_Genomic.fna,1,0.41794840741189293,119,155,161,1871,1580,2508,2298
01965GCF_000881015.1_ViralProj33487_Genomic.fna,1,0.4362244897959184,29,64,45,641,556,707,840
01966GCF_000881035.1_ViralProj33533_Genomic.fna,1,0.5241748873462428,29,143,51,1714,2590,1680,2227
01967GCF_000881055.1_ViralProj33679_Genomic.fna,1,0.36470874376748147,75,158,190,1339,1660,3038,2186
01968GCF_000881075.1_ViralProj33885_Genomic.fna,1,0.4340579710144927,34,75,51,655,543,728,834
01969GCF_000881095.1_ViralProj34665_Genomic.fna,1,0.43869801084990956,33,71,61,650,563,737,815
01970GCF_000881115.1_ViralMultiSegProj34755_Genomic.fna,3,0.46661965209214856,73,187,115,1930,2040,2230,2308
01971GCF_000881135.1_ViralProj34841_Genomic.fna,1,0.43614177803602555,143,185,130,2142,1611,2303,2549
01972GCF_000881155.1_ViralProj34919_Genomic.fna,1,0.5466815144766147,271,578,577,12552,11994,10392,9962
01973GCF_000881175.1_ViralMultiSegProj36505_Genomic.fna,2,0.42757145634843474,43,116,117,1177,1022,1393,1551
01974GCF_000881195.1_ViralProj36527_Genomic.fna,1,0.42053701015965167,31,62,50,606,553,745,852
01975GCF_000881215.1_ViralProj36613_Genomic.fna,1,0.2902420284287361,90,269,422,1583,1439,3671,3719
01976GCF_000881235.1_ViralMultiSegProj36621_Genomic.fna,12,0.3873950885918558,408,590,605,5501,4469,8465,7301
01977GCF_000881255.1_ViralProj37281_Genomic.fna,1,0.4906740695757786,113,184,146,2781,2875,3278,2593
01978GCF_000881275.1_ViralProj37819_Genomic.fna,1,0.35253422013717745,2177,3122,5064,27802,31563,53944,55086
01979GCF_000881295.1_ViralProj37885_Genomic.fna,1,0.4910998816352545,385,1145,649,11459,10116,11633,10724
01980GCF_000881315.1_ViralProj37893_Genomic.fna,1,0.3726661687826736,15,26,43,263,236,428,412
01981GCF_000881335.1_ViralProj38079_Genomic.fna,1,0.47040613152224314,400,1838,380,16369,18124,20088,18745
01982GCF_000881355.2_ViralProj30793_Genomic.fna,1,0.4652087992095273,393,965,909,9725,8166,10751,9816
01983GCF_000881375.1_ViralProj30845_Genomic.fna,1,0.5895242208784637,302,798,267,18113,17374,13109,11600
01984GCF_000881395.1_ViralProj30853_Genomic.fna,1,0.44871794871794873,122,188,116,1915,1480,2244,1927
01985GCF_000881415.1_ViralProj30935_Genomic.fna,1,0.4236186348862405,32,68,56,624,549,753,843
01986GCF_000881435.1_ViralProj31057_Genomic.fna,1,0.3642543735758808,827,1202,1436,11055,8288,18543,15217
01987GCF_000881455.1_ViralProj31125_Genomic.fna,1,0.4934738955823293,32,70,46,1014,952,1024,994
01988GCF_000881475.1_ViralProj31221_Genomic.fna,1,0.6287065575512807,59,515,63,11900,11762,7164,6810
01989GCF_000881495.1_ViralProj31281_Genomic.fna,1,0.6474284414698334,296,1745,203,48378,51258,29919,24340
01990GCF_000881515.1_ViralProj31291_Genomic.fna,1,0.6472060962580612,298,1758,208,48854,51705,30226,24589
01991GCF_000881535.1_ViralProj32009_Genomic.fna,1,0.5955500007714978,159,963,132,19830,18767,14703,11509
01992GCF_000881555.1_ViralProj32017_Genomic.fna,1,0.6126376910596875,137,969,135,18661,17212,11775,10907
01993GCF_000881575.1_ViralProj32075_Genomic.fna,1,0.4355072463768116,30,57,59,647,555,745,813
01994GCF_000881595.1_ViralProj32133_Genomic.fna,1,0.4966399651427805,788,1558,1449,29621,29650,30590,29483
01995GCF_000881615.1_ViralProj32193_Genomic.fna,1,0.5141567501025851,52,139,46,1705,2054,1743,1809
01996GCF_000881655.1_ViralProj32323_Genomic.fna,1,0.293306893369721,1128,1064,2064,9351,5588,20426,15568
01997GCF_000881675.1_ViralProj32379_Genomic.fna,1,0.3996514864630402,2508,2889,3121,30046,22933,43581,36003
01998GCF_000881695.1_ViralProj32599_Genomic.fna,1,0.3865277777777778,207,317,299,3212,2354,4976,3858
01999GCF_000881715.1_ViralProj32673_Genomic.fna,1,0.4864337648519241,250,1022,666,10278,8923,10543,9729
02000GCF_000881735.1_ViralProj32681_Genomic.fna,1,0.57206490614063,18,58,10,1210,2386,1223,1467
02001GCF_000881755.1_ViralProj32689_Genomic.fna,1,0.46115328702955904,109,299,124,3007,2703,3616,3056
02002GCF_000881775.1_ViralProj32697_Genomic.fna,1,0.5187843445104856,77,71,114,1669,2957,2233,2058
02003GCF_000881795.1_ViralMultiSegProj32707_Genomic.fna,3,0.428455848358761,67,253,144,2007,1700,2397,2548
02004GCF_000881815.1_ViralMultiSegProj32725_Genomic.fna,2,0.45454545454545453,136,271,126,3150,2705,3848,3178
02005GCF_000881855.1_ViralProj32997_Genomic.fna,1,0.33246592863758656,745,1004,1486,8855,6221,16955,13315
02006GCF_000881875.1_ViralProj33005_Genomic.fna,1,0.4499747704107377,1305,2631,2042,33671,33211,40998,40755
02007GCF_000881895.1_ViralProj33135_Genomic.fna,1,0.5017456359102245,40,73,49,1006,1006,1045,953
02008GCF_000881915.1_ViralProj33189_Genomic.fna,1,0.4713596623454929,55,129,58,1380,1747,1957,1550
02009GCF_000881935.1_ViralMultiSegProj33269_Genomic.fna,2,0.43640350877192985,27,48,51,614,779,920,879
02010GCF_000881955.1_ViralProj33483_Genomic.fna,1,0.46986314434218684,280,856,671,10007,9700,11541,10694
02011GCF_000881975.1_ViralMultiSegProj33493_Genomic.fna,3,0.4315400600323251,76,227,119,2014,1724,2334,2590
02012GCF_000881995.1_ViralProj33537_Genomic.fna,1,0.4381332986509335,554,2315,1446,19019,18037,24131,23390
02013GCF_000882015.1_ViralProj33871_Genomic.fna,1,0.6748439729601177,127,681,46,23485,23335,11347,11212
02014GCF_000882035.1_ViralMultiSegProj34533_Genomic.fna,3,0.5345996216897856,57,234,118,3456,3327,2977,2928
02015GCF_000882055.1_ViralProj34735_Genomic.fna,1,0.4411764705882353,14,32,35,489,456,674,523
02016GCF_000882095.1_ViralProj34845_Genomic.fna,1,0.395987328405491,118,215,175,2022,1728,2645,3075
02017GCF_000882115.1_ViralProj36375_Genomic.fna,1,0.367192309513662,337,383,568,3361,4393,5661,7702
02018GCF_000882135.1_ViralProj36517_Genomic.fna,1,0.3753458771444383,100,137,156,1435,1278,2350,2165
02019GCF_000882155.1_ViralProj36557_Genomic.fna,1,0.4436447757357666,85,213,89,1830,1622,2222,2107
02020GCF_000882195.1_ViralProj32015_Genomic.fna,1,0.5733760677562978,214,927,201,20416,19120,16325,13092
02021GCF_000882215.1_ViralProj32073_Genomic.fna,1,0.3926036084065209,472,811,842,7747,6245,12068,9579
02022GCF_000882235.1_ViralProj32103_Genomic.fna,1,0.3042446135982454,827,784,1614,7478,4313,15617,11347
02023GCF_000882255.1_ViralMultiSegProj32175_Genomic.fna,2,0.4346488052136133,52,133,106,1249,1152,1479,1644
02024GCF_000882275.1_ViralProj32231_Genomic.fna,1,0.5112410727299227,193,1219,699,15240,12821,13641,13186
02025GCF_000882295.1_ViralProj32321_Genomic.fna,1,0.359929717066138,380,443,647,3806,4183,6945,7262
02026GCF_000882315.1_ViralMultiSegProj32329_Genomic.fna,2,0.44480286738351255,52,135,102,1462,1020,1506,1592
02027GCF_000882335.1_ViralProj32597_Genomic.fna,1,0.27034902468911415,2337,2870,6929,23123,22988,62612,61838
02028GCF_000882355.1_ViralProj32669_Genomic.fna,1,0.42959925731084636,165,289,175,3016,2537,3974,3399
02029GCF_000882375.1_ViralProj32679_Genomic.fna,1,0.5026582890285162,15,73,17,1038,2082,1332,1755
02030GCF_000882395.1_ViralProj32687_Genomic.fna,1,0.4316651124235831,80,233,126,2224,1942,3170,2315
02031GCF_000882415.1_ViralProj32695_Genomic.fna,1,0.41815877040088734,93,119,131,1576,1063,2250,1422
02032GCF_000882435.1_ViralProj32705_Genomic.fna,1,0.429105319922747,396,823,931,9057,8051,11519,11242
02033GCF_000882455.1_ViralProj32715_Genomic.fna,1,0.4392420292761179,85,197,128,2332,2049,3117,2476
02034GCF_000882475.1_ViralProj32787_Genomic.fna,1,0.6369142176330421,157,590,75,13487,12173,7344,7284
02035GCF_000882495.1_ViralProj32995_Genomic.fna,1,0.6451499213793851,109,446,76,11532,12265,7036,6053
02036GCF_000882535.1_ViralProj33129_Genomic.fna,1,0.3489429415776313,165,309,334,2530,2075,4548,4044
02037GCF_000882555.1_ViralProj33141_Genomic.fna,1,0.3952051267379985,594,602,782,6695,7119,10731,10409
02038GCF_000882575.1_ViralProj33267_Genomic.fna,1,0.47878787878787876,57,172,77,1849,1706,1973,1897
02039GCF_000882595.1_ViralProj33481_Genomic.fna,1,0.5627203457295576,50,69,83,1751,3197,1964,1881
02040GCF_000882615.1_ViralMultiSegProj33489_Genomic.fna,2,0.43353446699579445,46,108,107,1283,1088,1431,1667
02041GCF_000882635.1_ViralProj33535_Genomic.fna,1,0.37043790933607296,496,945,946,7929,6494,13487,11025
02042GCF_000882655.1_ViralProj33779_Genomic.fna,1,0.47265034753702023,286,879,652,10424,9908,11755,10930
02043GCF_000882675.1_ViralProj33891_Genomic.fna,1,0.41589684372594304,41,80,102,1060,1101,1698,1337
02044GCF_000882695.1_ViralProj34709_Genomic.fna,1,0.5610662565679867,51,131,56,2337,2041,1694,1731
02045GCF_000882715.1_ViralProj34757_Genomic.fna,1,0.4339007605939877,29,81,56,647,551,720,843
02046GCF_000882735.1_ViralProj34843_Genomic.fna,1,0.5088483146067416,50,102,53,1448,2175,1987,1510
02047GCF_000882755.1_ViralProj36373_Genomic.fna,1,0.6286932542349315,138,552,118,13490,13640,8849,7174
02048GCF_000882775.1_ViralProj36515_Genomic.fna,1,0.5938844499078058,12,79,12,1422,2443,1175,1468
02049GCF_000882795.1_ViralProj36541_Genomic.fna,1,0.3930421909696521,10,27,31,250,281,454,366
02050GCF_000882815.3_ViralProj36615_Genomic.fna,1,0.5094025011579435,101,235,60,3139,2360,2991,2305
02051GCF_000882835.1_ViralMultiSegProj36655_Genomic.fna,2,0.45531587057010786,48,110,102,1216,1148,1406,1422
02052GCF_000882855.1_ViralProj37291_Genomic.fna,1,0.421705130650391,46,76,88,1081,1130,1701,1331
02053GCF_000882875.1_ViralProj37821_Genomic.fna,1,0.37241926945473797,19,47,77,675,732,1572,799
02054GCF_000882895.1_ViralProj37887_Genomic.fna,1,0.3438535164377861,790,1596,1861,11158,9499,20975,18443
02055GCF_000882915.1_ViralProj37969_Genomic.fna,1,0.5242959690778576,60,192,63,3016,2681,2585,2584
02056GCF_000882935.1_ViralProj38081_Genomic.fna,1,0.4791716928025734,383,1875,359,16932,18819,19918,18941
02057GCF_000882955.1_ViralProj38109_Genomic.fna,1,0.5229539202200826,130,216,98,3003,3080,2393,3156
02058GCF_000882975.1_ViralProj38265_Genomic.fna,1,0.39515432890838253,2272,2710,4646,32980,34770,51187,52515
02059GCF_000882995.1_ViralProj38297_Genomic.fna,1,0.6620320173480452,91,684,96,20741,20779,11908,9288
02060GCF_000883015.1_ViralProj31163_Genomic.fna,1,0.6173862581244197,117,612,149,13829,12768,9211,7272
02061GCF_000883035.1_ViralProj31249_Genomic.fna,1,0.3862897841086134,539,906,1180,10094,7262,15218,12356
02062GCF_000883055.1_ViralProj31283_Genomic.fna,1,0.6482901460209455,295,1740,198,48458,51391,29874,24296
02063GCF_000883075.1_ViralProj32003_Genomic.fna,1,0.5383555984024239,59,119,61,2014,1895,1738,1614
02064GCF_000883095.1_ViralProj32011_Genomic.fna,1,0.596115753636645,173,955,133,19753,18768,14636,11463
02065GCF_000883115.1_ViralProj32019_Genomic.fna,1,0.612198910872497,146,998,132,18725,17137,11614,11103
02066GCF_000883135.1_ViralProj32077_Genomic.fna,1,0.41735537190082644,70,106,96,1063,1058,1481,1480
02067GCF_000883155.1_ViralProj32171_Genomic.fna,1,0.48574688636187824,1296,2420,1974,37860,37491,40202,39571
02068GCF_000883195.1_ViralProj32247_Genomic.fna,1,0.33178902352102635,43,67,93,473,458,960,915
02069GCF_000883215.1_ViralProj32325_Genomic.fna,1,0.596528555431131,47,152,31,3003,2324,1554,2049
02070GCF_000883235.1_ViralProj32387_Genomic.fna,1,0.34995435261264163,1121,1956,3431,19694,19405,36307,36320
02071GCF_000883255.1_ViralProj32629_Genomic.fna,1,0.45646939551387655,108,201,82,2091,1511,2221,2068
02072GCF_000883275.1_ViralProj32675_Genomic.fna,1,0.4907055344317702,56,97,56,1320,1003,1244,1167
02073GCF_000883295.1_ViralProj32683_Genomic.fna,1,0.5106417546709991,25,60,26,1102,2041,1286,1726
02074GCF_000883315.1_ViralProj32691_Genomic.fna,1,0.45819901139050073,54,92,63,1160,972,1219,1302
02075GCF_000883335.1_ViralProj32701_Genomic.fna,1,0.3801803166906584,317,560,594,5153,4883,7614,8748
02076GCF_000883355.1_ViralMultiSegProj32709_Genomic.fna,2,0.4772068511198946,22,55,36,688,1123,969,1015
02077GCF_000883375.1_ViralProj32727_Genomic.fna,1,0.4131931405682814,64,233,79,1908,1393,2439,2249
02078GCF_000883395.1_ViralProj32821_Genomic.fna,1,0.4837114601512507,36,75,45,1009,654,917,858
02079GCF_000883415.1_ViralProj32999_Genomic.fna,1,0.6432997570496547,105,445,71,11457,12109,7072,5995
02080GCF_000883455.1_ViralProj33137_Genomic.fna,1,0.5610357749440595,1494,1655,1419,41039,42203,32623,32507
02081GCF_000883475.1_ViralProj33263_Genomic.fna,1,0.44510147466783473,127,325,209,3367,2730,3579,4022
02082GCF_000883495.1_ViralProj33327_Genomic.fna,1,0.5558283502281935,342,1044,322,18383,18519,14676,14813
02083GCF_000883515.1_ViralProj33485_Genomic.fna,1,0.4290807626724539,76,139,105,1434,1334,1741,1942
02084GCF_000883535.1_ViralProj33499_Genomic.fna,1,0.5492891355584277,361,1064,382,18031,18093,14725,14916
02085GCF_000883555.1_ViralProj33675_Genomic.fna,1,0.41958541815582556,94,252,139,2258,1851,3072,2612
02086GCF_000883575.1_ViralProj33877_Genomic.fna,1,0.451012524874166,82,179,127,2011,1842,2355,2335
02087GCF_000883595.1_ViralProj34541_Genomic.fna,1,0.5170603674540682,10,24,20,461,524,540,380
02088GCF_000883635.1_ViralProj34815_Genomic.fna,1,0.43072505384063176,27,57,55,613,587,746,840
02089GCF_000883655.1_ViralProj34847_Genomic.fna,1,0.4262937062937063,95,98,149,1652,1396,2079,2023
02090GCF_000883675.1_ViralProj36399_Genomic.fna,1,0.416957928802589,56,205,115,1823,1398,2540,1964
02091GCF_000883695.1_ViralProj36519_Genomic.fna,1,0.38301347488770926,127,143,164,1537,1277,2323,2210
02092GCF_000883715.1_ViralProj36611_Genomic.fna,1,0.3739867147038955,2596,2575,4310,27802,25346,45749,43215
02093GCF_000883735.1_ViralProj36619_Genomic.fna,1,0.49552184244196673,100,263,85,3088,2334,3190,2330
02094GCF_000883755.1_ViralProj36677_Genomic.fna,1,0.5419208398354376,30,136,67,1768,2052,1583,1646
02095GCF_000883775.1_ViralProj37715_Genomic.fna,1,0.32574189095928224,43,58,106,488,456,1015,939
02096GCF_000883795.1_ViralProj37827_Genomic.fna,1,0.4034552557823514,990,2089,3203,28549,28456,41736,42551
02097GCF_000883815.1_ViralProj37891_Genomic.fna,1,0.4450109249817917,31,56,47,647,575,698,826
02098GCF_000883835.1_ViralProj37995_Genomic.fna,1,0.3775386217670543,71,81,137,1088,1087,1812,1774
02099GCF_000883855.1_ViralProj38093_Genomic.fna,1,0.5427861469172232,31,132,29,1716,1779,1488,1456
02100GCF_000883875.1_ViralProj38097_Genomic.fna,1,0.5037862673359993,136,206,124,2962,2959,2502,3330
02101GCF_000883895.1_ViralProj38263_Genomic.fna,1,0.40512802023807376,1994,2777,3830,31779,35642,47927,51071
02102GCF_000883915.1_ViralProj38295_Genomic.fna,1,0.47656033287101246,94,257,78,2878,2276,3090,2571
02103GCF_000883935.1_ViralProj38367_Genomic.fna,1,0.4296361245067953,52,135,113,1346,1594,1793,2110
02104GCF_000883955.1_ViralMultiSegProj38459_Genomic.fna,2,0.4531103176094719,38,125,107,1292,1119,1386,1524
02105GCF_000883975.1_ViralProj38495_Genomic.fna,1,0.4148191365227538,135,244,194,2433,1833,3135,2883
02106GCF_000884015.1_ViralProj38845_Genomic.fna,1,0.39212790548349813,428,661,749,6669,5545,11035,7899
02107GCF_000884055.1_ViralProj39351_Genomic.fna,1,0.47608153078202997,45,87,56,1133,1156,1379,1140
02108GCF_000884075.1_ViralProj39585_Genomic.fna,1,0.45079811632316064,165,282,218,3457,3914,4337,4643
02109GCF_000884095.1_ViralMultiSegProj39595_Genomic.fna,2,0.4417918454935622,15,61,52,658,989,1094,987
02110GCF_000884115.1_ViralProj39609_Genomic.fna,1,0.4292401872524307,33,64,57,635,557,764,821
02111GCF_000884135.1_ViralProj39617_Genomic.fna,1,0.515473441108545,18,38,20,539,577,474,575
02112GCF_000884155.1_ViralProj39625_Genomic.fna,1,0.4048132183908046,32,51,43,605,522,873,784
02113GCF_000884175.1_ViralProj39691_Genomic.fna,1,0.38524704244954766,113,152,143,1538,1230,2250,2167
02114GCF_000884195.1_ViralProj39795_Genomic.fna,1,0.4740335806325654,281,832,620,9900,9524,11191,10361
02115GCF_000884215.1_ViralMultiSegProj39929_Genomic.fna,8,0.3898283695103483,90,191,180,1737,1352,2302,2533
02116GCF_000884235.1_ViralMultiSegProj39973_Genomic.fna,4,0.3221318144833198,137,382,312,2031,1928,4350,3981
02117GCF_000884255.1_ViralProj39987_Genomic.fna,1,0.5294039205227363,86,105,88,2032,1938,1786,1743
02118GCF_000884275.1_ViralProj40235_Genomic.fna,1,0.6794811597605352,62,156,32,5912,5665,2720,2741
02119GCF_000884295.1_ViralProj40315_Genomic.fna,1,0.4652191748710736,350,508,632,7864,8013,9332,8919
02120GCF_000884315.1_ViralProj40323_Genomic.fna,1,0.5429954116921953,371,611,421,11699,12088,10286,9734
02121GCF_000884335.1_ViralProj40369_Genomic.fna,1,0.40235322658903444,128,172,165,1749,1568,2604,2323
02122GCF_000884355.1_ViralMultiSegProj40661_Genomic.fna,3,0.41751551340592435,105,205,191,1919,1647,2399,2576
02123GCF_000884375.1_ViralMultiSegProj41175_Genomic.fna,2,0.4029657089898054,42,93,131,1090,1084,1487,1734
02124GCF_000884395.1_ViralProj41413_Genomic.fna,1,0.4353679057671715,60,161,108,1638,1208,1965,1726
02125GCF_000884415.1_ViralMultiSegProj41605_Genomic.fna,2,0.5341560158660202,29,87,30,1135,1289,1083,1031
02126GCF_000884435.1_ViralProj41623_Genomic.fna,1,0.44642221431114276,28,57,51,661,593,739,816
02127GCF_000884455.1_ViralProj41725_Genomic.fna,1,0.4235363515705648,84,140,99,1545,1327,2259,1650
02128GCF_000884475.1_ViralProj42355_Genomic.fna,1,0.3819572840293274,278,232,428,2997,2994,4902,4792
02129GCF_000884495.1_ViralProj42515_Genomic.fna,1,0.5176173595445268,61,910,455,10255,9019,9304,8658
02130GCF_000884535.1_ViralProj42779_Genomic.fna,1,0.5237110894941635,261,843,579,11296,10239,10523,9062
02131GCF_000884555.1_ViralProj42787_Genomic.fna,1,0.3454697053918844,633,914,1125,7936,5737,14397,11508
02132GCF_000884575.1_ViralProj42795_Genomic.fna,1,0.3460796206440229,554,845,971,7173,5380,13122,10597
02133GCF_000884595.1_ViralProj42941_Genomic.fna,1,0.4338753387533875,83,169,89,1657,1545,2183,1995
02134GCF_000884615.1_ViralProj42949_Genomic.fna,1,0.550188845697902,523,1251,286,19735,20179,16567,16065
02135GCF_000884635.1_ViralProj43589_Genomic.fna,1,0.5578374365953235,30,284,43,2504,2005,1622,1952
02136GCF_000884655.1_ViralProj45911_Genomic.fna,1,0.3318077592478337,1004,1532,3425,18168,17864,36619,35942
02137GCF_000884675.1_ViralProj45935_Genomic.fna,1,0.4239766081871345,17,26,40,319,261,400,388
02138GCF_000884695.1_ViralProj46671_Genomic.fna,1,0.5347660622341617,853,1995,1922,41933,41675,36207,36530
02139GCF_000884715.1_ViralProj36617_Genomic.fna,1,0.5276948899664304,87,218,63,3219,2440,2922,2143
02140GCF_000884735.1_ViralProj36669_Genomic.fna,1,0.3563218390804598,26,27,32,245,251,455,441
02141GCF_000884755.1_ViralProj37713_Genomic.fna,1,0.4721795165352785,343,483,360,7313,7122,8323,7813
02142GCF_000884775.1_ViralProj37825_Genomic.fna,1,0.35324910838421086,2188,3018,4971,27459,30979,52927,54065
02143GCF_000884795.1_ViralProj37889_Genomic.fna,1,0.48892921960072594,29,45,36,667,680,659,749
02144GCF_000884835.1_ViralProj38085_Genomic.fna,1,0.40146715571857283,104,300,138,2236,1376,2859,2526
